Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-CM-6165	0.0142436723343844	0	0.102204142827093	0.0686258602393753	0	0.0609859589061688	0.053133821908233	0.0360392961912621	0.0165469808306764	0	0.0177124931180913	0	0	0.376540618337827	0.0594043459664595	0.11103635246123	0.0384432063576052	0	0.045083250521593	0	0	0	0.038	0.216316829653762	1.00925357288826
TCGA-CM-6167	0.0210992961413827	0.0379105048718588	0.0952877848836552	0.0788017855004401	0	0.0696866035806413	0	0.05587585897194	0.091243054968273	0	0	0	0	0.0498767300473113	0.0522765028355235	0.121004318832965	0.0604476231737282	0	0.266489936192281	0	0	0	0.026	0.258440524756554	0.974282774066023
TCGA-A6-5656	0	0	0.0319653595479092	0	0	0.424224389871969	0.115923141839937	0.00445317653624814	0	0	0.0394057826064117	0	0.0256394099200254	0.0680177123103153	0.014470769278846	0.124805200430933	0.0315970718553884	0.0478552402529446	0.0299895376235748	0.0155328235249822	0.0261203844005152	0	0.166	0.0839500625265861	1.05104228499033
TCGA-D5-6928	0.0274200205124927	0.00771127725691757	0.150228016000952	0.22006495237794	0	0	0.105649108005476	0.0887906072447127	0.0624087762711549	0	0.0908496696277289	0	0	0.0749638618823168	0.0612021390410573	0.0675642851084483	0.0149227803437138	0	0.0082005458476565	0	0	0.0200239604794335	0.018	0.301078801854823	0.963454473829168
TCGA-D5-6530	0.00903591232936675	0.0030465643128695	0.102318541689396	0.133940558808885	0	0.177622121174985	0.0315089914972431	0.0470074332665117	0.05347086353545	0	0.0970753615584325	0	0	0.156121219880243	0.0778150937944295	0.0587306080510216	0.0244263838049186	0	0	0.0278803462962476	0	0	0.054	0.181018606313677	1.01721259390576
TCGA-A6-2685	0.0178332879002758	0.00213003659270402	0.142449092003365	0.0665671933275179	0	0.0148230287769439	0	0.0420580032270452	0.104420165325477	0	0.0450391097674715	0	0	0.142739273794751	0.0180690365435831	0.211569511721153	0.0754485559955645	0	0	0.0662689266043198	0.0505847784198293	0	0.02	0.267627378139684	0.972157552755061
TCGA-AA-3660	0.0286857205384237	0	0.319767613741885	0.149655665001028	0	0.0287461605113222	0.00206547372671114	0	0.0748560590259053	0	0.104900392463667	0	0.0137507306619496	0.0127715912250592	0	0.106673161197635	0.0847485568062859	0.00554568076615234	0	0.0678331943339761	0	0	0.001	0.495651434972484	0.867872185375795
TCGA-D5-6533	0	0.00242009704910295	0.240630980611775	0.0522940400296437	0	0.123796517828799	0.0253484294198469	0.0644475746210062	0.0137571429327137	0	0.0267966505879075	0	0	0.232467141649446	0.064433792146194	0.095778375693366	0	0.00212492613286862	0	0.0557043312973306	0	0	0.01	0.359187894716325	0.93687087942721
TCGA-AA-A00W	0	0.0285621477888539	0.326913407260999	0.0899431391655176	0	0.0874628180748874	0.0258819127557495	0.120844226047703	0.0931955534043829	0	0.0468413753894491	0	0.00212170283059072	0.0680263315309988	0.015506573287357	0.0132179501320598	0	0.0550062880336653	0	0.0264765742977855	0	0	0.002	0.46635141115162	0.884939440820228
TCGA-DM-A1D7	0	0.00183323651247478	0.325537103731683	0.150479466622586	0	0.0899235562554208	0.03653348635179	0.0479268731622719	0.0893472004975728	0	0.0417119260746263	0	0.0162030149986545	0.0227946129718803	0.0299094786175062	0.0559183157937799	0.0301272048589799	0	0	0.0562352264060404	0.0055192971447331	0	0.002	0.461083436642763	0.887040947058354
TCGA-AA-3994	0	0.00343669136793647	0.071011505315327	0.13644657342847	0	0.0366918902836893	0	0	0.147589314532065	0	0.0844577676362867	0	0.0171616973682734	0.0788312203843573	0.0166055258775821	0.00692963991319202	0.1270139774788	0	0	0.187564122047319	0.0779946399886702	0.00826543437803107	0.096	0.129409200638887	1.03346588634956
TCGA-AA-3837	0.128068445048865	0	0.261154763965674	0.197164495994475	0	0.0197089150207157	0.0667623764772558	0.015194977374522	0.0774636654568831	0	0.0331874897264334	0	0	0	0.0442640711235659	0.09147752326454	0.0462702761636166	0	0	0.0192830003834535	0	0	0.001	0.519532616368249	0.853796377502914
TCGA-D5-6536	0	0	0	0	0	0.15668874039364	0	0	0	0	0.0277200568136145	0	0	0.417711227291392	0	0.0836839827549444	0	0	0	0.229162725583725	0	0.0850332671626838	0.035	0.225126651169851	1.04202409273945
TCGA-AU-3779	0.00398177495476537	0.0105634604099775	0.221953756338632	0.0578458780848895	0	0.145105930328736	0	0.0245787741031285	0.106597818789263	0	0.0491459224937607	0	0	0.189351122570636	0.0170621158069797	0.0182071596004744	0.0392540380345433	0	0	0.116352248484214	0	0	0.01	0.367471879936788	0.932502767018423
TCGA-AZ-6600	0.0246471797994699	0.0420678199297675	0.214892659428349	0.0798782866824319	0	0.108147758198606	6.34146199547739e-06	0.0144415151787688	0.100519336201401	0	0.0626567257336619	0	0	0.140859915031779	0.0241302150360407	0.115712272390971	0.0254655999023033	0	0	0.0401924488697142	0	0.00638192615474112	0.006	0.418021135384326	0.907710095963906
TCGA-AZ-6606	0	0.00623371010906513	0.128156897803445	0.0173717067093657	0	0.265271236107897	0	0.05506805258961	0.0831807146609791	0	0.125854640720659	0	0.008166300462212	0.111038485662331	0.007158815128502	0.0594814465314237	0	0.0248854830200698	0	0.102684024138978	0.00544848635546242	0	0.064	0.16474257285385	1.02431206991787
TCGA-AA-3956	0.0433345135446602	0	0.331544843933496	0.0686952012732042	0	0.0842637060223639	0.0775919459716651	0.0182789210008064	0.0589474756509853	0	0.00553898830382822	0	0	0.121377878872399	0	0.0467570839923549	0.020408402644397	0.0137098323573208	0.0966277295534484	0.0129234768790708	0	0	0.001	0.527599647884481	0.85125915655599
TCGA-AA-A02J	0	0.0316453078058399	0.455964717351543	0	0	0.0673124279172251	0.199020677121706	0.0234365292594846	0	0	0.0295907872685805	0	0	0.161574470518698	0	0	0	0	0	0.031455082756922	0	0	0.018	0.300949661165578	0.994088347003119
TCGA-A6-2684	0.000202173896600612	0	0	0	0	0.293497116712009	0	0.0701546605732938	0	0	0.0777690168473686	0	0.00998617856061588	0.0597474985834127	0.101594236729262	0.198597228212587	5.49177240643616e-05	0.0367641716940588	0	0.0983571903217269	0.0418161733318808	0.0114594368131195	0.098	0.127964234838508	1.03783609091366
TCGA-F4-6854	0	0	0.0927523705838031	0.184298745693347	0	0.00701766073620003	0.116761679157674	0.0548330169493364	0.0399006238809545	0	0.0478930899673852	0	0	0.21759688422258	0.067917165672526	0.0789681611854164	0.00720504791878613	0	0	0.0848555540319916	0	0	0.065	0.163425635065081	1.02097503043042
TCGA-AA-A00E	0.0662528789369367	0	0.0391301907536589	0.0655644143740036	0	0.152909463330591	0.0887381565183661	0.0398435848240961	0.0176904121166701	0	0.0937989021594496	0	0	0.174714285588273	0.0860768511395836	0.106666616171453	0.0477534989120956	0	0	0.0208607451748221	0	0	0.072	0.154496765658513	1.02051003701802
TCGA-AY-5543	0.0164624242531589	0	0.200655664450507	0.134969287644333	0	0.0647128476308657	0.0903725195088145	0.138813258599637	0.0213504909064418	0	0	0	0	0.14906044930783	0.0774205215708099	0.05338168079051	0	0.0200953716973392	0	0.0327054836397531	0	0	0.011	0.346402269427946	0.941731415165736
TCGA-F4-6808	0	0.0141785558209251	0.352254622276094	0.119478365709132	0	0.0222946849065981	0.174950642474497	0.0214361231571066	0.0310969200773926	0	0.0191757018404118	0	0	0.184576359120224	0.000891745230412122	0	0	0	0	0.0592329216578477	0.00043335772935835	0	0.00900000000000001	0.37998184429394	0.933336501649907
TCGA-CK-5916	0.0225816821876426	0	0.110483670672406	0.187402871626793	0	0.122560281677885	0	0.0694078538315608	0.0586586269720884	0.0183470721539881	0.0301109941163255	0.0236050499547407	0.0064365710612149	0.0133750236296264	0.0968162019710555	0.104589100424667	0.118197394518144	0	0.0174276052018609	0	0	0	0.037	0.219990248204593	0.998193491052962
TCGA-AA-3495	0	0	0.36571297968841	0.16256657399942	0	0.0217648912648287	0.108818155569992	0.0126947637841075	0.0390723370266891	0	0	0.0243336188510705	7.31899512700144e-05	0.0289190888595879	0.0435878002461982	0.092721478141427	0.0602971763477975	0	0.0230428707694966	0.00560032419981425	0	0.0107947512998902	0.001	0.524164302749909	0.851850755734292
TCGA-F4-6460	0.0263663717788954	0.00138160631584965	0.185090251632366	0.0551530701289646	0	0.142412995232666	0.0501197264861772	0.0363452982149136	0.0665150502499214	0	0.0169772539651707	0.0226750359322921	0	0.18067745094436	0.0695582209517695	0.0970900166788064	0.0268213745717925	0	0.0228162769160548	0	0	0	0.011	0.349502656092185	0.938661863688135
TCGA-D5-6931	0	0.0208449536630603	0.291458189750059	0.111923507857522	0	0.109772082289331	0.0471820131118399	0.0182694763607614	0.06411385073068	0	0.0447119639590445	0	0	0	0.0519896535495301	0.129360944963987	0.0376877086888839	0	0.0249707762013594	0.0402298410139064	0	0.00748503786003444	0.001	0.49261933545261	0.870367435986183
TCGA-A6-A5ZU	0.0156502921496227	0.020087427208219	0.123025780496143	0.0810630595646242	0	0.00180944233425274	0.0984032093222821	0.00802480037585749	0.0313398832578699	0	0.0643813275960002	0	0	0.293507136224462	0.111637335146933	0.0980394054957031	0.0106351843411515	0	0.0423957164868797	0	0	0	0.031	0.230681298994114	0.995397571908555
TCGA-AA-3494	0	0.0162398279921817	0.068609184863111	0.0405927274209574	0	0.111502590663321	0.289535366705969	0.0339536472066642	0.00961969464568871	0	0.0765060174866222	0	0	0.189673176318825	0.00887135365276739	0.0687148390463797	0	0	0.0208339450920545	0.0495184198453823	0	0.0158292090600759	0.086	0.142270041175576	1.02543942531639
TCGA-A6-3809	0.0066882526037023	0	0.0410097104500578	0.0144875732129585	0	0.379703229925849	0	0.043660963174301	0	0	0.0973217972310286	0	0.00512081901752799	0.0141355206835732	0.0229438386808174	0.0880320369324484	0	0.0451847393358638	0	0.201060520040483	0.00232924394709692	0.038321754764292	0.211	0.067844410030854	1.07298775217656
TCGA-A6-5662	0	0.00813547030324591	0.139351326011694	0.0338598677085482	0.0413781357152842	0	0.385163015139952	0	0	0	0.0460104533931872	0.0026490382184877	0.0255134581158715	0.0524452422580835	0	0.138985197169434	0.0624991737091066	0	0.0640096222571058	0	0	0	0.192	0.0747631503113465	1.04050277107608
TCGA-A6-A56B	0	0.0486034989749526	0.00141840686992594	0	0	0.226698737033175	0	0.0298804795409784	0.0615138580355607	0	0.0489742573814716	0.0317183135758068	0	0.3430033372707	0	0.139611668054285	0.0179915213367088	0	0	0.0217386538105372	0.0288472681158971	0	0.086	0.143096491868135	1.04859689556426
TCGA-AA-3831	0	0.0173601593804823	0.300027753208011	0.0714066958300704	0	0.131932779829594	0.107733008862176	0.037395344741487	0.00276116572683778	0	0.0748862741950544	0	0.0026077059343918	0.0210660967956274	0.0153619116259972	0.154763889624199	0.00889481013588925	0.0106437571207313	0	0.0385385946818262	0.0046200523076251	0	0.001	0.486960262837924	0.873635095618669
TCGA-D5-6924	0	0.0229611947508887	0.407498417871014	0.0690321347660357	0	0	0.0317268937170695	0.0615011993228177	0	0	0.0206943904471887	0	0	0.169779274710026	0.06904047277417	0.0809251027030229	0	0	0.0268900582795677	0.0236272908622063	0	0.0163235697959923	0	0.547118256824776	0.836573369507332
TCGA-CK-6748	0	0.00462043688469659	0.00561869441751994	0.023050667181254	0	0.061654142523144	0.031598899172252	0.0108062465817032	0.0206909467930894	0	0.0484966645639021	0	0	0.545240605767518	6.244194476332e-05	0.0924152586103357	0	0	0	0.144078502931865	0.00411714385882339	0.0075493487691327	0.027	0.247010454478583	1.04118069579419
TCGA-CM-4746	0	0.00279348079825713	0	0.239442779439922	0	0	0	0.00628436150307356	0.149918440987427	0	0.171750097801189	0	0	0.191886669491924	0.0167797018943688	0	0.00685130548136293	0.0169384957151664	0	0.19735466688731	0	0	0.298	0.0430094040474617	1.11251441484095
TCGA-AA-A02Y	0	0.0353131836728696	0.105937720220832	0.2989797767322	0	0.0191435428622958	0.207574477098717	0.124385492502949	0.0347452523299859	0	0	0.0107696160857727	0.00190744699996343	0.0453064884203239	0.108989656653455	0	0	0.0026830873085941	0.00426425911204162	0	0	0	0.033	0.227761092361722	1.01147455132868
TCGA-AA-3678	0	0.0170544677331094	0.242432403733812	0.0773657591069321	0	0.120241547577688	0.157095540276372	0.0233931924098969	0.0448186004947205	0	0.0664732536805413	0	0.00553136738293383	0.0990514290965024	0.0500796678703677	0.0395252108521371	0.0111586808815846	0.00264904432236762	0	0.0395810092994342	0	0.0035488252816006	0.00800000000000001	0.402068936459019	0.915506754211719
TCGA-CM-4744	0	0.0173040221404622	0.0896999936903432	0.439476913577994	0	0	0.162423979164776	0.112519004966085	0.0469926827736946	0	0.00680772553228914	0	0.00056718410990578	0.0207452695648281	0.0213111018280257	0.0285949921135441	0.0439931116350861	0	0	0.00956401890296592	0	0	0.036	0.222727700674958	1.02331655362687
TCGA-AA-3489	0.133284520626124	0	0.232138844166116	0.111756424650657	0	0	0.0826941647398214	0.0201409373287239	0.0243793209108311	0	0.0582377743409269	0	0.00714005019274656	0.081426680492518	0.0604645484694978	0.0735717638940335	0.0197851032021205	0	0.0507972579046258	0.0260490793385393	0	0.0181335297427185	0.001	0.510950891187077	0.860895444307205
TCGA-AA-3534	0	0	0.133587912648162	0.0614237997816137	0	0.110003631648125	0.113182547279788	0.0385841151244135	0.0296406890089815	0	0.0829211373804586	0	0	0.15217147444487	0.0107543084573187	0.133990152908459	0.0369159028231992	0	0	0.0968243284946104	0	0	0.036	0.221554739245766	0.991644328317596
TCGA-F4-6805	0.00207375816138551	0.0213783790979726	0.108093011804731	0.085848282810678	0	0.166726614650852	0	0.0321205155964482	0.128283441285245	0	0	0.00701964505332303	0.0211612848106138	0.0391773968340358	0.0250045325617166	0.103133946769636	0.155443469066658	0	0	0.0920723224521007	0.00654972792235326	0.00591367112225081	0.029	0.234288511421638	0.984848249523511
TCGA-A6-5657	0.2693089048523	0	0.14633525091573	0.177105074058895	0	0.0292032696331859	0.000452236303445744	0.0545552705648822	0.0830361131988019	0	0	0.022196709794067	0	0.0649543538473334	0.059368126113838	0.0320943234136664	0.0166009825892714	0.00101357483776271	0.0437758098768205	0	0	0	0.002	0.467164481021916	0.884333278282906
TCGA-NH-A50V	0	0.0160606474920195	0.202148815183509	0.0775943828384823	0	0.146894367620991	0.0121551640861996	0.0631858023181247	0.0802891392011508	0	0.115757213429681	0	0	0.0431103470111614	0.0303202340789862	0.0821602388939336	0.00110875955571789	0.0083815342804498	0	0.120833354009593	0	0	0.013	0.324729937310019	0.95303030945449
TCGA-DM-A28G	0	0.0154492334877377	0.251387664789197	0.123824544903466	0	0.0883042784593756	0.0634757371547254	0.0206618481660952	0.0672637724132077	0	0.0959586463710625	0	0	0.145021794864023	0	0.0374622953946747	0.0223142305451706	0	0	0.0688759534512648	0	0	0.00700000000000001	0.416872336690777	0.909191734321024
TCGA-A6-3810	0	0	0.132837475202631	0	0	0.388119983668091	0.0147795863209093	0	0	0	0.0909001585475641	0	0.0161783434326871	0.0198985626032045	0.0418660648510492	0.10273881793855	0.0275891146661025	0	0	0.0802143653799226	0.0708441957286907	0.0140333316605978	0.043	0.205234684572793	0.999242766496076
TCGA-CM-6675	0	0	0.149598821432515	0.0753767209831607	0	0.194843016672217	0.0484108550687161	0.0763234421075752	0.0709173677531391	0.00868753757942119	0.0062355698685286	0	0	0.0151759094832126	0.0428015445104977	0.123994323205499	0.106083461243598	0	0.0726618791674196	0.008889550924501	0	0	0.068	0.161747550959589	1.01413004480963
TCGA-AA-A00U	0	0	0.0820048062801311	0.0939660765577632	0	0.281433685681429	0.0968516091410976	0.174329483853456	0.0202983333600057	0	0.0647327477268622	0	0	0.092338758102028	0.0422063723206314	0.0361529926384283	0	0	0	0.0156851343381676	0	0	0.111	0.114211366488114	1.06625074684088
TCGA-CA-6715	0	0.0242514420904051	0.0518477682885462	0.022180760301777	0	0.0511416735194926	0.0874174181920907	0	0.0033155909624974	0	0.137066121802312	0	0	0.365072523839991	0	0	0	0	0	0.257706701002888	0	0	0.163	0.0855325516263137	1.1015638257149
TCGA-D5-6923	0	0.0267289265663051	0.0287062387888007	0	0	0.0698757062841751	0	0	0.0564793166129584	0	0.128329929828626	0	0	0.475797576499825	0.0114539809308933	0.0196687549155461	0	0	0	0.182959569572871	0	0	0.077	0.148389029901199	1.07740405008089
TCGA-AA-3673	0.0652614739345848	0	0.110287939839681	0.0995622321988726	0	0.0449942193612194	0.0468321624826409	0.0431394753742025	0.075415427962118	0	0	0.0241005742165476	0	0.121995694839377	0.0432000136850262	0.100479356072834	0.0209581557848731	0	0.203773274248023	0	0	0	0.019	0.283259803534072	0.963577858191525
TCGA-D5-5539	0.0631949936040906	0	0.0455094812461544	0.0172311405090533	0	0.137999859129577	0	0.0123016504699704	0.0414349614341609	0	0.0396564369839536	0	0	0.408455176377628	0.046875365045816	0.108207104774874	0	0	0.0123223985358296	0.0637335616439102	0	0.00307787024498204	0.084	0.14542801739383	1.05224081575638
TCGA-CM-6166	0.00219040458902339	0.0148574132817746	0.00164183380982441	0.0908236129210003	0	0	0.219348875801351	0	0.0444142535188322	0	0.107737970662894	0	0	0.461212457753195	0.00712788686705775	0	0	0	0	0.0506452907950475	0	0	0.056	0.177180438983249	1.04641385249129
TCGA-D5-6930	0.0473126201435951	0	0.197603004587637	0.100952748847365	0	0.120090273491768	0.00725251910067914	0.0619919431930273	0.0534101122014249	0	0.0131897642204569	0.0237662326230155	0	0.111189294566103	0.0829452688713565	0.0442507717736055	0	0	0	0.136045446379966	0	0	0.011	0.354426339617269	0.939026354310281
TCGA-A6-5661	0	0.0231085325829192	0.0721925160989317	0.0520001701459055	0	0.24748284444751	0	0.0723469246201228	0.0272370227838239	0	0.136216033334776	0	0	0.0109421881999376	0	0.0671204496802075	0	0.052606969987339	0	0.207293009903974	0	0.0314533382145527	0.101	0.121917916883251	1.05016629453858
TCGA-G4-6309	0	0.0129855325564666	0.191459564298464	0.221922813037996	0	0.011208414697335	0.140383155608591	0	0.0748789069676431	0	0.110525505106889	0	0	0.10183470769318	0	0	0.00793097757335897	0.0172586592716386	0	0.107124328097744	0.00248743509069298	0	0.017	0.310199023646689	0.962656003999166
TCGA-DM-A28F	0	0.0370732819229368	0.353199086838762	0.0977343507521884	0	0.025967147972157	0	0.181618624252959	0.0677294159551817	0	0.0257163360471829	0	0	0.0682809209717168	0.0920679123891089	0.0262169734925767	0.0109143795669544	0	0	0.0134815698382761	0	0	0.001	0.497090386838108	0.867636373097917
TCGA-NH-A8F8	0	0.0569244955572424	0.182294796427343	0.077923281109465	0	0.00836806838699379	0	0.0915293092359	0.0259504736864827	0	0.057458010108229	0	0	0.132183067098285	0.0939346387911473	0.209295258262168	0	0	0.0196115103474696	0.043960268066594	0.000566822922680281	0	0.01	0.362025302924072	0.933205613678529
TCGA-AA-A02E	0	0.0108947497128304	0.23782213530617	0.163772638306154	0	0.0360375452599076	0	0.0411671880686319	0.159107245227969	0	0.0259322336701886	0	0	0.174519953484565	0	0.00744311333428839	0	0	0	0.129861514459087	0.0134416831702091	0	0.012	0.336763669356388	0.950873250653596
TCGA-5M-AAT4	0	0.0316913580609365	0.304347971209623	0.188889682578459	0	0.00466490137513721	0	0.0595409929418761	0.0190225290596029	0	0.0717307230199103	0	0	0.15471806118775	0.0164525705788154	0.080217247758191	0	0	0	0.0681900170663239	0.000533945163374592	0	0.111	0.114213975011618	1.05984647629691
TCGA-D5-6541	0	0.00452372625364348	0.146168220916033	0.125790890369	0	0.0627405825538044	0	0.00935764771002243	0.0872880533411086	0	0.0252258964523168	0	0.0139137100992495	0.0351049583822423	0.114232865378015	0.169717457150622	0.178812987283196	0	0.0271230041107464	0	0	0	0.025	0.260971637540071	0.974082502940261
TCGA-AA-3869	0.00785890950648031	0	0.0372091895540288	0.0905017306155092	0	0.0847560080238143	0.0383148022555196	0	0.0348347617944072	0	0.13848719295211	0	0	0.205703264185001	0.0725839373733761	0.102188198529708	0.0250993232000255	0	0	0.110829177187697	0	0.0516335048223233	0.16	0.0871442802442067	1.05797322787492
TCGA-AM-5820	0	0.0426515136638943	0	0	0	0.148967578286633	0.0300437550928748	0.00839602697533216	0.00217829131266514	0	0.071565101460818	0	0	0.112019565934726	0.0683470336363747	0.398643539037224	0	0	0	0.0845536064307906	0.0326339881686669	0	0.376	0.0214311781483065	1.0874066533179
TCGA-G4-6293	0.0518260423830807	0	0.340093708175306	0.134749647534617	0	0.0299022343359415	0.189898449194321	0	0.0472946749048373	0	0.0309020129176792	0	0	0.10039905690174	0.0200804880513441	0.00679704267887093	0.0212215039592963	0	0.0268351389629667	0	0	0	0	0.551808081686486	0.835591498710275
TCGA-CK-4948	0	0.015134946426494	0.0344026586250862	0.00303685050533686	0	0.172076305004484	0.0263111291672248	0.049437524713404	0.0738071395252662	0	0.0518758975033944	0	0	0.281893704823306	0	0.0683517289796344	0	0.0632594901553672	0	0.138680437521529	0	0.0217321870494731	0.103	0.120777301945234	1.04788457954066
TCGA-AA-3941	0.0996661060775259	0	0.189620984131396	0.0933393482536947	0	0.216056265884466	0	0.0419136337193496	0.0715337106087809	0	0.0032855685481742	0	0	0.003995653745788	0.0267680990755751	0.0921444387573096	0.119432894310006	0	0	0.0375681406951664	0.0046751561927679	0	0.00800000000000001	0.401527350691459	0.916079869043343
TCGA-DM-A1D4	0	0	0.161936777195099	0.138428583934118	0	0.237349615136278	0.261590974295854	0.102391630173233	0	0	0	0	0	0.0538943350255433	0.00653551548146551	0	0	0	0	0.0378725687584096	0	0	0.052	0.185459627070975	1.02986317875186
TCGA-AA-3681	0.00693987865092308	0	0.332811708923019	0.139936468179863	0	0.0341608878895646	0.0409865243203141	0.0388148326393387	0.0743868883647188	0	0.0325309437048421	0	0	0.0393990802600946	0.0407745907772839	0.124741992216219	0.023052013260408	0.00314062997638274	0	0.0416549345044096	0.0168353345200911	0.00983329181252766	0.001	0.506941933882231	0.861790723277106
TCGA-F4-6806	0.0344743623571564	0	0.382312050125794	0.153371334782035	0	0.109031198015099	0	0.07025088560787	0.0942033018386248	0	0.00183135752574352	0.00572119235511194	0.00874559290687752	0.048123359819049	0.0295913430243362	0	0.0162663442858052	0.00114728399926154	0	0.044930393357236	0	0	0.001	0.516400201534271	0.856736813192158
TCGA-F4-6459	0.0666073559676962	0	0.0996561059932747	0.124033479222983	0	0.0283543048619168	0.118574310943385	0.0432183175601804	0.0264048377228923	0	0.119437562425663	0	0.0264205350908969	0.171599983119559	0.0161490305202375	0.0653257930661063	0.0277855128524772	0	0	0.0581218215891564	0.00831104906357476	0	0.027	0.246893497389429	0.982068369826385
TCGA-AA-A02R	0.0212001788779074	0	0.0356586670683875	0.208561115883628	0	0	0.0843592499165483	0.128994129029189	0	0	0	0.0626937011752758	0	0.0757003676175483	0.165168606142968	0.0713328589604864	0.0750376308206026	0	0.0712934945074579	0	0	0	0.091	0.135323746464372	1.03931652043421
TCGA-AA-A017	0	0.011562076494019	0.271666242881278	0.0438391907077538	0	0.10380169900828	0	0.0590642922182825	0.0934835320741011	0	0.0579553239331886	0	0	0.223084390639925	0.00702696926716489	0	0	0	0	0.125208123050226	0	0.00330815972578184	0.00800000000000001	0.403319939640123	0.917397481774533
TCGA-5M-AATE	0	0.0332379188558487	0.355902032576748	0.0688459276600798	0	0.100291201701628	0.0131026659109619	0.110344378315543	0	0	0.0725550192831877	0	0	0.142338487966346	0.01153498637176	0.0480173447449736	0.000362540048760506	0	0	0.0434674965641637	0	0	0.001	0.526597368887821	0.849781888538486
TCGA-AZ-5407	0.0080777736950691	0	0.242608387222858	0.193014953691395	0	0.24917660658887	0	0.0385012699152061	0.0911918159591108	0	0.0153360729372291	0	0.0210811062367263	0.0225844564341831	0.0149481484265103	0.0194814775946801	0.0202715364002893	0	0	0.0637263948978718	0	0	0.011	0.344010968243131	0.953443449421325
TCGA-D5-5541	0.00984580252460778	0	0.0595435663509182	0.0950702249663254	0	0	0.0109923138035909	0.0437146256733875	0.054239625706593	0	0.0511536149189519	0	0	0.433848146173389	0.0719766105061303	0.101583711426582	0.0181245580330029	0	0	0.0499071999165208	0	0	0.128	0.105517612268548	1.07854478039542
TCGA-AA-3989	0	0	0.524967558464663	0.104641669791137	0	0	0.0741509290043009	0.0560491386784454	0.0248695008397315	0	0.0141478183740379	0	0	0.0616061876241796	0.0353968495913551	0.0982126016675367	0.00355799357608895	0	0	0	0	0.00239975238852421	0	0.588174453311378	0.809721472168084
TCGA-AA-3696	0	0.0414531096698281	0.209956055071979	0.0496688428370035	0	0.180677937033312	0.0656561522080447	0.0323559189655014	0.00972526153394216	0	0.0479235348830796	0	0	0.0816107393091896	0.0160816475648448	0.183533545273042	0.0533097582835817	0	0	0.0280474973666516	0	0	0.00800000000000001	0.396946917303208	0.917450626572126
TCGA-DM-A1DA	0.0142180672414458	0	0.249762662277475	0.226031170779662	0	0	0.0863273878295396	0.0223446211742149	0.0125050443508353	0	0.0312701113066761	0.00665753293874657	0.0267449015566194	0.143466580727704	0.0301695169987893	0.0871370487899276	0.0308932005418603	0	0	0.0121966226226464	0.0202755308638569	0	0.006	0.422617185290438	0.905687891907635
TCGA-AA-3685	0.0451608806104187	0	0.290821696896424	0.115877404613777	0	0	0.129931436120674	0.0406134333989397	0.00666482549383649	0	0.0353664041664185	0	0	0.0223555792882756	0.112457362179865	0.121811272316218	0.0353641243989592	0	0.00769620550859521	0.0134905850830345	0.0128797374615845	0.00950905246298098	0.001	0.498290381947858	0.866705081633245
TCGA-D5-6531	0	0.00152407156299413	0.0666560040617569	0.267847974110757	0	0	0.0790812435087334	0.0129962611940658	0.0708572179764321	0	0	0.0457258452784228	0.0206113653387314	0.127071612880953	0.122408022541128	0.0332227824099029	0.0349605814215625	0	0.075977645345548	0	0.0410593723690116	0	0.08	0.147060709317329	1.02767163192592
TCGA-AA-3675	0	0.0211451349732845	0.121856884216444	0.0272670707500035	0	0.174057888253766	0.0642030503283008	0.0632810619725816	0	0	0.0626926914209266	0	0	0.110459452346534	0.0506132273720841	0.142421030600956	0	0.0244155545158404	0	0.0787682301888446	0.0362000817226512	0.0226186413377814	0.029	0.234631023615915	0.98295782704671
TCGA-AA-3939	0.000466119824309751	0.0281175051162137	0.267812289792199	0.126866626701443	0	0.110573761251351	0.0588092253410457	0.0432143955119016	0	0	0	0	0.0191587719549842	0	0.041633029206893	0.124827294281807	0.0482329002650643	0	0	0.111799199271284	0.0101827842116776	0.00830609726982547	0.002	0.465505666197898	0.884774424668864
TCGA-AA-3511	0	0.0094485926280014	0.128529964041943	0.109518143304365	0	0.11472280718627	0.00171165911056285	0.00874230527386501	0.0746319423993056	0	0.0825519198569518	0	0	0.19796421065316	0.0156792965659607	0.165501399321624	0	0.009243280638959	0	0.0817544790190308	0	0	0.038	0.217074372445318	0.998323244719887
TCGA-A6-2680	0	0	0.272056253206015	0.0822528562768787	0	0.0254273012189324	0.00362666223131005	0.0621834440221342	0.0555516614134846	0	0.0578630713747115	0	0	0.183988516948956	0.0392244261585071	0.121246423707282	0.0399879014165629	0	0	0.0417039693659453	0	0.0148875126592802	0.004	0.440347029219791	0.897009935580486
TCGA-D5-5538	0	0.0394749638864959	0.112015716244043	0.0495502457288293	0	0.0882120107077414	0.0179587448408626	0.0461685977210913	0.0202974196069417	0	0.0470708933868949	0	0	0.327101314261373	0.0592884645322761	0.109829138438297	0.00694316371113593	0	0	0.0509874956663274	0.00979481003892441	0.0153070212287657	0.041	0.209796087463473	1.00806085105592
